cell,x_um,y_um,orient
VIA_M1M2_PR,41.17,150.45,N
VIA_M1M2_PR,69.23,150.45,N
VIA_M1M2_PR,72.91,150.45,N
VIA_L1M1_PR_MR,117.53,150.45,N
VIA_M1M2_PR,117.99,150.45,N
VIA_L1M1_PR_MR,169.97,150.45,N
VIA_M1M2_PR,174.11,150.45,N
VIA_M1M2_PR,175.49,150.45,N
VIA_L1M1_PR_MR,176.87,150.45,N
VIA_M2M3_PR,69.23,150.62,N
VIA_M2M3_PR,80.27,150.62,N
VIA_M2M3_PR,142.37,150.62,N
VIA_L1M1_PR_MR,26.45,150.79,N
VIA_M1M2_PR,32.89,150.79,N
VIA_M1M2_PR,39.33,150.79,N
VIA_L1M1_PR_MR,39.33,150.79,N
VIA_M1M2_PR,73.83,150.79,N
VIA_M1M2_PR,75.67,150.79,N
VIA_M1M2_PR,77.05,150.79,N
VIA_L1M1_PR_MR,77.05,150.79,N
VIA_M1M2_PR,82.11,150.79,N
VIA_M1M2_PR,83.49,150.79,N
VIA_L1M1_PR_MR,85.79,150.79,N
VIA_L1M1_PR_MR,87.17,150.79,N
VIA_L1M1_PR_MR,88.09,150.79,N
VIA_L1M1_PR_MR,118.91,150.79,N
VIA_M1M2_PR,118.91,150.79,N
VIA_M1M2_PR,34.73,151.13,N
VIA_M1M2_PR,36.11,151.13,N
VIA_L1M1_PR_MR,36.57,151.13,N
VIA_L1M1_PR_MR,38.41,151.13,N
VIA_L1M1_PR_MR,70.125,151.13,N
VIA_M1M2_PR,70.15,151.13,N
VIA_L1M1_PR_MR,70.61,151.13,N
VIA_M1M2_PR,70.61,151.13,N
VIA_M1M2_PR,71.07,151.13,N
VIA_L1M1_PR_MR,71.07,151.13,N
VIA_L1M1_PR_MR,71.985,151.13,N
VIA_L1M1_PR_MR,72.45,151.13,N
VIA_L1M1_PR_MR,72.91,151.13,N
VIA_M1M2_PR,80.27,151.13,N
VIA_L1M1_PR_MR,119.83,151.13,N
VIA_L1M1_PR_MR,121.21,151.13,N
VIA_M1M2_PR,168.59,151.13,N
VIA_L1M1_PR_MR,171.35,151.13,N
VIA_M1M2_PR,173.19,151.13,N
VIA_L1M1_PR_MR,173.19,151.13,N
VIA_L1M1_PR_MR,175.49,151.13,N
VIA_M1M2_PR,175.49,151.13,N
VIA_via5_6_2000_2000_1_1_1600_1600,30.14,151.23,N
VIA_via5_6_2000_2000_1_1_1600_1600,60.14,151.23,N
VIA_via5_6_2000_2000_1_1_1600_1600,90.14,151.23,N
VIA_via5_6_2000_2000_1_1_1600_1600,120.14,151.23,N
VIA_via5_6_2000_2000_1_1_1600_1600,150.14,151.23,N
VIA_via5_6_2000_2000_1_1_1600_1600,180.14,151.23,N
VIA_M1M2_PR,27.83,151.47,N
VIA_L1M1_PR_MR,27.83,151.47,N
VIA_M1M2_PR,39.79,151.47,N
VIA_M1M2_PR,87.63,151.47,N
VIA_L1M1_PR_MR,89.47,151.47,N
VIA_M1M2_PR,93.15,151.47,N
VIA_M1M2_PR,113.85,151.47,N
VIA_L1M1_PR_MR,168.13,151.47,N
VIA_M1M2_PR,170.43,151.47,N
VIA_M1M2_PR,172.27,151.47,N
VIA_L1M1_PR_MR,174.11,151.47,N
VIA_L1M1_PR_MR,178.71,151.47,N
VIA_M1M2_PR,178.71,151.47,N
VIA_M1M2_PR,24.61,151.81,N
VIA_M1M2_PR,26.91,151.81,N
VIA_M1M2_PR,35.65,151.81,N
VIA_L1M1_PR_MR,37.03,151.81,N
VIA_M1M2_PR,39.33,151.81,N
VIA_M1M2_PR,68.77,151.81,N
VIA_L1M1_PR_MR,69.23,151.81,N
VIA_M1M2_PR,71.99,151.81,N
VIA_M1M2_PR,78.43,151.81,N
VIA_L1M1_PR_MR,78.43,151.81,N
VIA_M1M2_PR,84.87,151.81,N
VIA_M1M2_PR,115.23,151.81,N
VIA_M1M2_PR,118.91,151.81,N
VIA_M1M2_PR,172.73,151.81,N
VIA_M1M2_PR,175.03,151.81,N
VIA_L1M1_PR_MR,176.41,151.81,N
sky130_fd_sc_hd__decap_3,10.12,152.32,FS
sky130_fd_sc_hd__decap_3,10.12,152.32,N
sky130_fd_sc_hd__tapvpwrvgnd_1,23.0,152.32,N
sky130_fd_sc_hd__and4bb_2,23.46,152.32,N
sky130_fd_sc_hd__dfrtp_2,26.22,152.32,FS
VIA_via2_3_2000_480_1_6_320_320,30.14,152.32,N
VIA_via3_4_2000_480_1_5_400_400,30.14,152.32,N
VIA_via4_5_2000_480_1_5_400_400,30.14,152.32,N
sky130_fd_sc_hd__a211oi_2,34.04,152.32,N
sky130_fd_sc_hd__xnor2_2,34.04,152.32,FN
sky130_fd_sc_hd__tapvpwrvgnd_1,35.88,152.32,FS
sky130_fd_sc_hd__a21oi_2,39.56,152.32,S
sky130_fd_sc_hd__tapvpwrvgnd_1,48.76,152.32,N
VIA_via2_3_2000_480_1_6_320_320,60.14,152.32,N
VIA_via4_5_2000_480_1_5_400_400,60.14,152.32,N
VIA_via3_4_2000_480_1_5_400_400,60.14,152.32,N
sky130_fd_sc_hd__tapvpwrvgnd_1,61.64,152.32,FS
sky130_fd_sc_hd__and3_2,70.84,152.32,FN
sky130_fd_sc_hd__clkbuf_8,72.68,152.32,FS
sky130_fd_sc_hd__a221o_2,72.68,152.32,S
sky130_fd_sc_hd__and4_2,74.52,152.32,FN
sky130_fd_sc_hd__tapvpwrvgnd_1,74.52,152.32,N
sky130_fd_sc_hd__mux2_1,75.9,152.32,N
sky130_fd_sc_hd__dfrtp_2,84.18,152.32,N
sky130_fd_sc_hd__mux2_1,84.18,152.32,FN
sky130_fd_sc_hd__dfrtp_2,87.4,152.32,S
sky130_fd_sc_hd__tapvpwrvgnd_1,87.4,152.32,FS
sky130_fd_sc_hd__dfrtp_2,87.86,152.32,FS
VIA_via4_5_2000_480_1_5_400_400,90.14,152.32,N
VIA_via3_4_2000_480_1_5_400_400,90.14,152.32,N
VIA_via2_3_2000_480_1_6_320_320,90.14,152.32,N
sky130_fd_sc_hd__tapvpwrvgnd_1,100.28,152.32,N
sky130_fd_sc_hd__tapvpwrvgnd_1,113.16,152.32,FS
sky130_fd_sc_hd__and2b_2,119.14,152.32,S
sky130_fd_sc_hd__nand2b_2,119.14,152.32,FS
VIA_via3_4_2000_480_1_5_400_400,120.14,152.32,N
VIA_via2_3_2000_480_1_6_320_320,120.14,152.32,N
VIA_via4_5_2000_480_1_5_400_400,120.14,152.32,N
sky130_fd_sc_hd__tapvpwrvgnd_1,126.04,152.32,N
sky130_fd_sc_hd__tapvpwrvgnd_1,138.92,152.32,FS
VIA_via2_3_2000_480_1_6_320_320,150.14,152.32,N
VIA_via4_5_2000_480_1_5_400_400,150.14,152.32,N
VIA_via3_4_2000_480_1_5_400_400,150.14,152.32,N
sky130_fd_sc_hd__tapvpwrvgnd_1,151.8,152.32,N
sky130_fd_sc_hd__tapvpwrvgnd_1,164.68,152.32,FS
sky130_fd_sc_hd__and2b_2,167.9,152.32,FS
sky130_fd_sc_hd__and3_2,169.28,152.32,N
sky130_fd_sc_hd__nor3b_2,171.12,152.32,FS
sky130_fd_sc_hd__a2111oi_2,172.04,152.32,N
sky130_fd_sc_hd__tapvpwrvgnd_1,177.56,152.32,N
sky130_fd_sc_hd__and2b_2,178.94,152.32,S
VIA_via2_3_2000_480_1_6_320_320,180.14,152.32,N
VIA_via4_5_2000_480_1_5_400_400,180.14,152.32,N
VIA_via3_4_2000_480_1_5_400_400,180.14,152.32,N
sky130_fd_sc_hd__decap_3,189.98,152.32,FN
sky130_fd_sc_hd__decap_3,189.98,152.32,S
VIA_L1M1_PR_MR,26.91,152.83,N
VIA_M1M2_PR,26.91,152.83,N
VIA_M1M2_PR,31.97,152.83,N
VIA_M1M2_PR,33.81,152.83,N
VIA_L1M1_PR_MR,34.73,152.83,N
VIA_M1M2_PR,70.15,152.83,N
VIA_L1M1_PR_MR,73.37,152.83,N
VIA_L1M1_PR_MR,76.13,152.83,N
VIA_M1M2_PR,76.59,152.83,N
VIA_L1M1_PR_MR,77.97,152.83,N
VIA_M1M2_PR,78.89,152.83,N
VIA_M1M2_PR,80.73,152.83,N
VIA_L1M1_PR_MR,81.65,152.83,N
VIA_L1M1_PR_MR,83.95,152.83,N
VIA_M1M2_PR,114.77,152.83,N
VIA_M1M2_PR,122.59,152.83,N
VIA_M1M2_PR,167.21,152.83,N
VIA_L1M1_PR_MR,170.43,152.83,N
VIA_M1M2_PR,171.35,152.83,N
VIA_L1M1_PR_MR,171.35,152.83,N
VIA_M1M2_PR,173.19,152.83,N
VIA_L1M1_PR_MR,27.37,153.17,N
VIA_M1M2_PR,27.37,153.17,N
VIA_M1M2_PR,28.29,153.17,N
VIA_M1M2_PR,32.43,153.17,N
VIA_M1M2_PR,39.33,153.17,N
VIA_M1M2_PR,69.23,153.17,N
VIA_L1M1_PR_MR,69.69,153.17,N
VIA_M1M2_PR,70.61,153.17,N
VIA_L1M1_PR_MR,70.61,153.17,N
VIA_M1M2_PR,71.07,153.17,N
VIA_M1M2_PR,77.51,153.17,N
VIA_M1M2_PR,82.57,153.17,N
VIA_L1M1_PR_MR,85.79,153.17,N
VIA_M1M2_PR,93.15,153.17,N
VIA_M1M2_PR,168.59,153.17,N
VIA_L1M1_PR_MR,169.51,153.17,N
VIA_M1M2_PR,178.71,153.17,N
VIA_M2M3_PR,75.67,153.34,N
VIA_M2M3_PR,94.07,153.34,N
VIA_L1M1_PR_MR,23.69,153.51,N
VIA_M1M2_PR,23.69,153.51,N
VIA_L1M1_PR_MR,26.45,153.51,N
VIA_M1M2_PR,29.21,153.51,N
VIA_L1M1_PR_MR,31.51,153.51,N
VIA_M1M2_PR,32.89,153.51,N
VIA_L1M1_PR_MR,33.35,153.51,N
VIA_M1M2_PR,33.35,153.51,N
VIA_L1M1_PR_MR,34.27,153.51,N
VIA_M1M2_PR,35.65,153.51,N
VIA_L1M1_PR_MR,35.65,153.51,N
VIA_L1M1_PR_MR,36.57,153.51,N
VIA_M1M2_PR,71.53,153.51,N
VIA_L1M1_PR_MR,72.45,153.51,N
VIA_L1M1_PR_MR,72.91,153.51,N
VIA_M1M2_PR,73.83,153.51,N
VIA_L1M1_PR_MR,82.11,153.51,N
VIA_M1M2_PR,84.41,153.51,N
VIA_L1M1_PR_MR,84.41,153.51,N
VIA_L1M1_PR_MR,173.19,153.51,N
VIA_M1M2_PR,173.19,153.51,N
VIA_L1M1_PR_MR,174.57,153.51,N
VIA_M1M2_PR,174.57,153.51,N
VIA_L1M1_PR_MR,176.41,153.51,N
VIA_L1M1_PR_MR,177.33,153.51,N
VIA_M1M2_PR,177.79,153.51,N
VIA_L1M1_PR_MR,24.61,153.85,N
VIA_M1M2_PR,25.07,153.85,N
VIA_L1M1_PR_MR,28.29,153.85,N
VIA_M1M2_PR,28.29,153.85,N
VIA_M1M2_PR,32.43,153.85,N
VIA_L1M1_PR_MR,38.41,153.85,N
VIA_M1M2_PR,39.79,153.85,N
VIA_M1M2_PR,78.43,153.85,N
VIA_L1M1_PR_MR,78.43,153.85,N
VIA_L1M1_PR_MR,78.89,153.85,N
VIA_M1M2_PR,80.73,153.85,N
VIA_L1M1_PR_MR,80.73,153.85,N
VIA_M1M2_PR,88.09,153.85,N
VIA_L1M1_PR_MR,93.15,153.85,N
VIA_L1M1_PR_MR,172.73,153.85,N
VIA_M1M2_PR,172.73,153.85,N
VIA_M1M2_PR,174.11,153.85,N
VIA_L1M1_PR_MR,174.11,153.85,N
VIA_L1M1_PR_MR,175.95,153.85,N
VIA_M1M2_PR,31.05,154.19,N
VIA_M1M2_PR,34.27,154.19,N
VIA_M1M2_PR,74.29,154.19,N
VIA_L1M1_PR_MR,74.29,154.19,N
VIA_M1M2_PR,79.81,154.19,N
VIA_M1M2_PR,168.59,154.19,N
VIA_M1M2_PR,68.77,154.53,N
VIA_L1M1_PR_MR,68.77,154.53,N
VIA_L1M1_PR_MR,69.69,154.53,N
VIA_M1M2_PR,69.69,154.53,N
VIA_L1M1_PR_MR,71.53,154.53,N
VIA_M1M2_PR,72.45,154.53,N
VIA_M1M2_PR,72.91,154.53,N
VIA_M1M2_PR,83.03,154.53,N
VIA_M1M2_PR,91.31,154.53,N
VIA_L1M1_PR_MR,170.43,154.53,N
VIA_M1M2_PR,170.43,154.53,N
VIA_via2_3_2000_480_1_6_320_320,26.44,155.04,N
VIA_via4_5_2000_480_1_5_400_400,26.44,155.04,N
VIA_via3_4_2000_480_1_5_400_400,26.44,155.04,N
VIA_via4_5_2000_480_1_5_400_400,56.44,155.04,N
VIA_via3_4_2000_480_1_5_400_400,56.44,155.04,N
VIA_via2_3_2000_480_1_6_320_320,56.44,155.04,N
VIA_via4_5_2000_480_1_5_400_400,86.44,155.04,N
VIA_via2_3_2000_480_1_6_320_320,86.44,155.04,N
VIA_via3_4_2000_480_1_5_400_400,86.44,155.04,N
VIA_via3_4_2000_480_1_5_400_400,116.44,155.04,N
VIA_via4_5_2000_480_1_5_400_400,116.44,155.04,N
VIA_via2_3_2000_480_1_6_320_320,116.44,155.04,N
VIA_via4_5_2000_480_1_5_400_400,146.44,155.04,N
VIA_via2_3_2000_480_1_6_320_320,146.44,155.04,N
VIA_via3_4_2000_480_1_5_400_400,146.44,155.04,N
VIA_via3_4_2000_480_1_5_400_400,176.44,155.04,N
VIA_via4_5_2000_480_1_5_400_400,176.44,155.04,N
VIA_via2_3_2000_480_1_6_320_320,176.44,155.04,N
VIA_M3M4_PR,166.06,155.38,N
VIA_M2M3_PR,169.97,155.38,N
VIA_M1M2_PR,72.91,155.55,N
VIA_M1M2_PR,129.95,155.55,N
VIA_L1M1_PR_MR,169.51,155.55,N
VIA_M1M2_PR,24.61,155.89,N
VIA_L1M1_PR_MR,71.07,155.89,N
VIA_L1M1_PR_MR,171.35,155.89,N
VIA_M1M2_PR,173.19,155.89,N
VIA_M2M3_PR,70.61,156.06,N
VIA_M3M4_PR,71.3,156.06,N
VIA_M2M3_PR,92.23,156.06,N
VIA_M3M4_PR,134.78,156.06,N
VIA_M1M2_PR,27.83,156.23,N
VIA_L1M1_PR_MR,27.83,156.23,N
VIA_M1M2_PR,28.29,156.23,N
VIA_M1M2_PR,77.51,156.23,N
VIA_M1M2_PR,77.97,156.23,N
VIA_L1M1_PR_MR,77.97,156.23,N
VIA_M1M2_PR,87.63,156.23,N
VIA_L1M1_PR_MR,89.01,156.23,N
VIA_L1M1_PR_MR,89.47,156.23,N
VIA_M1M2_PR,114.77,156.23,N
VIA_L1M1_PR_MR,172.27,156.23,N
VIA_M1M2_PR,172.73,156.23,N
VIA_M1M2_PR,25.07,156.57,N
VIA_L1M1_PR_MR,26.45,156.57,N
VIA_L1M1_PR_MR,27.37,156.57,N
VIA_L1M1_PR_MR,29.21,156.57,N
VIA_M1M2_PR,29.21,156.57,N
VIA_L1M1_PR_MR,30.13,156.57,N
VIA_M1M2_PR,31.05,156.57,N
VIA_L1M1_PR_MR,31.05,156.57,N
VIA_L1M1_PR_MR,31.97,156.57,N
VIA_M1M2_PR,31.97,156.57,N
VIA_M1M2_PR,33.35,156.57,N
VIA_L1M1_PR_MR,33.35,156.57,N
VIA_L1M1_PR_MR,71.99,156.57,N
VIA_M1M2_PR,71.99,156.57,N
VIA_L1M1_PR_MR,73.83,156.57,N
VIA_L1M1_PR_MR,76.59,156.57,N
VIA_M1M2_PR,84.87,156.57,N
VIA_M1M2_PR,91.31,156.57,N
VIA_M1M2_PR,168.59,156.57,N
VIA_L1M1_PR_MR,169.97,156.57,N
VIA_L1M1_PR_MR,170.89,156.57,N
VIA_L1M1_PR_MR,173.19,156.57,N
VIA_M1M2_PR,174.57,156.57,N
VIA_L1M1_PR_MR,175.03,156.57,N
VIA_M2M3_PR,69.69,156.74,N
VIA_M3M4_PR,78.66,156.74,N
VIA_M1M2_PR,27.83,156.91,N
VIA_M1M2_PR,28.29,156.91,N
VIA_L1M1_PR_MR,28.29,156.91,N
VIA_M1M2_PR,73.37,156.91,N
VIA_L1M1_PR_MR,75.67,156.91,N
VIA_M1M2_PR,77.51,156.91,N
VIA_L1M1_PR_MR,77.51,156.91,N
VIA_M1M2_PR,77.97,156.91,N
VIA_L1M1_PR_MR,79.35,156.91,N
VIA_M1M2_PR,167.67,156.91,N
VIA_M1M2_PR,170.43,156.91,N
VIA_M1M2_PR,31.97,157.25,N
VIA_M1M2_PR,71.07,157.25,N
VIA_L1M1_PR_MR,72.45,157.25,N
VIA_M1M2_PR,72.91,157.25,N
VIA_L1M1_PR_MR,72.91,157.25,N
VIA_L1M1_PR_MR,74.75,157.25,N
VIA_M1M2_PR,74.75,157.25,N
VIA_L1M1_PR_MR,76.13,157.25,N
VIA_M1M2_PR,76.59,157.25,N
VIA_M1M2_PR,78.89,157.25,N
VIA_M1M2_PR,79.81,157.25,N
VIA_L1M1_PR_MR,86.71,157.25,N
VIA_L1M1_PR_MR,89.93,157.25,N
VIA_M1M2_PR,91.31,157.25,N
VIA_L1M1_PR_MR,91.77,157.25,N
VIA_M1M2_PR,91.77,157.25,N
VIA_M1M2_PR,161.69,157.25,N
VIA_L1M1_PR_MR,173.19,157.25,N
sky130_fd_sc_hd__decap_3,10.12,157.76,N
sky130_fd_sc_hd__decap_3,10.12,157.76,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,23.0,157.76,N
sky130_fd_sc_hd__nor2_2,25.76,157.76,FS
sky130_fd_sc_hd__a41oi_2,28.06,157.76,FS
sky130_fd_sc_hd__dfrtp_2,28.98,157.76,N
VIA_via2_3_2000_480_1_6_320_320,30.14,157.76,N
VIA_via3_4_2000_480_1_5_400_400,30.14,157.76,N
VIA_via4_5_2000_480_1_5_400_400,30.14,157.76,N
sky130_fd_sc_hd__tapvpwrvgnd_1,35.88,157.76,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,48.76,157.76,N
VIA_via2_3_2000_480_1_6_320_320,60.14,157.76,N
VIA_via4_5_2000_480_1_5_400_400,60.14,157.76,N
VIA_via3_4_2000_480_1_5_400_400,60.14,157.76,N
sky130_fd_sc_hd__tapvpwrvgnd_1,61.64,157.76,FS
sky130_fd_sc_hd__a31o_2,70.84,157.76,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,74.52,157.76,N
sky130_fd_sc_hd__and3_2,74.98,157.76,N
sky130_fd_sc_hd__mux2_1,77.74,157.76,N
sky130_fd_sc_hd__and4_2,77.74,157.76,S
sky130_fd_sc_hd__dfrtp_2,77.74,157.76,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,87.4,157.76,FS
VIA_via2_3_2000_480_1_6_320_320,90.14,157.76,N
VIA_via3_4_2000_480_1_5_400_400,90.14,157.76,N
VIA_via4_5_2000_480_1_5_400_400,90.14,157.76,N
sky130_fd_sc_hd__dfrtp_2,91.54,157.76,FN
sky130_fd_sc_hd__mux2_1,92.0,157.76,S
sky130_fd_sc_hd__tapvpwrvgnd_1,100.28,157.76,N
sky130_fd_sc_hd__tapvpwrvgnd_1,113.16,157.76,FS
VIA_via3_4_2000_480_1_5_400_400,120.14,157.76,N
VIA_via2_3_2000_480_1_6_320_320,120.14,157.76,N
VIA_via4_5_2000_480_1_5_400_400,120.14,157.76,N
sky130_fd_sc_hd__tapvpwrvgnd_1,126.04,157.76,N
sky130_fd_sc_hd__tapvpwrvgnd_1,138.92,157.76,FS
VIA_via4_5_2000_480_1_5_400_400,150.14,157.76,N
VIA_via3_4_2000_480_1_5_400_400,150.14,157.76,N
VIA_via2_3_2000_480_1_6_320_320,150.14,157.76,N
sky130_fd_sc_hd__tapvpwrvgnd_1,151.8,157.76,N
sky130_fd_sc_hd__tapvpwrvgnd_1,164.68,157.76,FS
sky130_fd_sc_hd__conb_1,168.36,157.76,FS
sky130_fd_sc_hd__nor2_2,169.74,157.76,FS
sky130_fd_sc_hd__a21oi_2,172.04,157.76,FS
sky130_fd_sc_hd__inv_2,172.5,157.76,FN
sky130_fd_sc_hd__tapvpwrvgnd_1,177.56,157.76,N
VIA_via4_5_2000_480_1_5_400_400,180.14,157.76,N
VIA_via3_4_2000_480_1_5_400_400,180.14,157.76,N
VIA_via2_3_2000_480_1_6_320_320,180.14,157.76,N
sky130_fd_sc_hd__decap_3,189.98,157.76,FN
sky130_fd_sc_hd__decap_3,189.98,157.76,S
VIA_M2M3_PR,81.19,158.1,N
VIA_M2M3_PR,82.57,158.1,N
VIA_M3M4_PR,164.22,158.1,N
VIA_M2M3_PR,174.11,158.1,N
VIA_M1M2_PR,27.83,158.27,N
VIA_M1M2_PR,34.27,158.27,N
VIA_L1M1_PR_MR,77.97,158.27,N
VIA_M1M2_PR,77.97,158.27,N
VIA_M1M2_PR,80.27,158.27,N
VIA_M1M2_PR,32.89,158.61,N
VIA_M1M2_PR,72.45,158.61,N
VIA_L1M1_PR_MR,75.21,158.61,N
VIA_L1M1_PR_MR,76.13,158.61,N
VIA_M1M2_PR,82.11,158.61,N
VIA_M1M2_PR,84.87,158.61,N
VIA_M1M2_PR,87.63,158.61,N
VIA_L1M1_PR_MR,89.93,158.61,N
VIA_M1M2_PR,91.77,158.61,N
VIA_M1M2_PR,28.75,158.95,N
VIA_L1M1_PR_MR,29.21,158.95,N
VIA_M1M2_PR,36.11,158.95,N
VIA_M1M2_PR,68.77,158.95,N
VIA_L1M1_PR_MR,77.51,158.95,N
VIA_M1M2_PR,79.81,158.95,N
VIA_L1M1_PR_MR,79.81,158.95,N
VIA_L1M1_PR_MR,80.27,158.95,N
VIA_L1M1_PR_MR,171.81,158.95,N
VIA_M1M2_PR,171.81,158.95,N
VIA_L1M1_PR_MR,172.27,158.95,N
VIA_M1M2_PR,30.59,159.29,N
VIA_L1M1_PR_MR,30.59,159.29,N
VIA_M1M2_PR,76.13,159.29,N
VIA_M1M2_PR,80.73,159.29,N
VIA_L1M1_PR_MR,80.73,159.29,N
VIA_L1M1_PR_MR,82.57,159.29,N
VIA_L1M1_PR_MR,91.31,159.29,N
VIA_M1M2_PR,114.31,159.29,N
VIA_M1M2_PR,115.23,159.29,N
VIA_M1M2_PR,168.59,159.29,N
VIA_L1M1_PR_MR,37.95,159.63,N
VIA_M1M2_PR,77.05,159.63,N
VIA_M1M2_PR,182.85,159.63,N
VIA_M1M2_PR,189.29,159.63,N
VIA_M1M2_PR,32.43,159.97,N
VIA_M1M2_PR,74.75,159.97,N
VIA_L1M1_PR_MR,76.13,159.97,N
VIA_M1M2_PR,81.19,159.97,N
VIA_L1M1_PR_MR,82.57,159.97,N
VIA_M1M2_PR,84.87,159.97,N
VIA_M1M2_PR,91.31,159.97,N
VIA_via2_3_2000_480_1_6_320_320,26.44,160.48,N
VIA_via4_5_2000_480_1_5_400_400,26.44,160.48,N
VIA_via3_4_2000_480_1_5_400_400,26.44,160.48,N
VIA_via3_4_2000_480_1_5_400_400,56.44,160.48,N
VIA_via2_3_2000_480_1_6_320_320,56.44,160.48,N
VIA_via4_5_2000_480_1_5_400_400,56.44,160.48,N
VIA_via2_3_2000_480_1_6_320_320,86.44,160.48,N
VIA_via3_4_2000_480_1_5_400_400,86.44,160.48,N
VIA_via4_5_2000_480_1_5_400_400,86.44,160.48,N
VIA_via4_5_2000_480_1_5_400_400,116.44,160.48,N
VIA_via2_3_2000_480_1_6_320_320,116.44,160.48,N
VIA_via3_4_2000_480_1_5_400_400,116.44,160.48,N
VIA_via2_3_2000_480_1_6_320_320,146.44,160.48,N
VIA_via3_4_2000_480_1_5_400_400,146.44,160.48,N
VIA_via4_5_2000_480_1_5_400_400,146.44,160.48,N
VIA_via3_4_2000_480_1_5_400_400,176.44,160.48,N
VIA_via4_5_2000_480_1_5_400_400,176.44,160.48,N
VIA_via2_3_2000_480_1_6_320_320,176.44,160.48,N
VIA_M1M2_PR,30.59,160.99,N
VIA_L1M1_PR_MR,78.89,160.99,N
VIA_M1M2_PR,83.49,160.99,N
VIA_L1M1_PR_MR,29.67,161.33,N
VIA_M1M2_PR,80.73,161.33,N
VIA_M1M2_PR,83.03,161.33,N
VIA_L1M1_PR_MR,83.95,161.33,N
VIA_M1M2_PR,28.29,161.67,N
VIA_L1M1_PR_MR,29.21,161.67,N
VIA_L1M1_PR_MR,31.97,161.67,N
VIA_M1M2_PR,31.97,161.67,N
VIA_L1M1_PR_MR,76.13,161.67,N
VIA_M1M2_PR,79.81,161.67,N
VIA_L1M1_PR_MR,81.65,161.67,N
VIA_L1M1_PR_MR,82.11,161.67,N
VIA_M1M2_PR,31.51,162.01,N
VIA_L1M1_PR_MR,31.51,162.01,N
VIA_M1M2_PR,33.35,162.01,N
VIA_L1M1_PR_MR,33.35,162.01,N
VIA_M1M2_PR,34.27,162.01,N
VIA_L1M1_PR_MR,34.27,162.01,N
VIA_L1M1_PR_MR,77.05,162.01,N
VIA_M1M2_PR,78.43,162.01,N
VIA_L1M1_PR_MR,84.845,162.01,N
VIA_M1M2_PR,84.87,162.01,N
VIA_L1M1_PR_MR,86.71,162.01,N
VIA_M1M2_PR,88.09,162.01,N
VIA_L1M1_PR_MR,76.59,162.35,N
VIA_M1M2_PR,83.95,162.35,N
VIA_L1M1_PR_MR,85.33,162.35,N
VIA_L1M1_PR_MR,85.79,162.35,N
VIA_M1M2_PR,92.69,162.35,N
VIA_M1M2_PR,78.43,162.69,N
VIA_L1M1_PR_MR,79.35,162.69,N
VIA_L1M1_PR_MR,81.19,162.69,N
VIA_M1M2_PR,81.65,162.69,N
VIA_M1M2_PR,82.57,162.69,N
VIA_M1M2_PR,112.93,162.69,N
sky130_fd_sc_hd__decap_3,10.12,163.2,FS
sky130_fd_sc_hd__decap_3,10.12,163.2,N
sky130_fd_sc_hd__tapvpwrvgnd_1,23.0,163.2,N
sky130_fd_sc_hd__a221oi_2,28.98,163.2,FS
VIA_via3_4_2000_480_1_5_400_400,30.14,163.2,N
VIA_via2_3_2000_480_1_6_320_320,30.14,163.2,N
VIA_via4_5_2000_480_1_5_400_400,30.14,163.2,N
sky130_fd_sc_hd__tapvpwrvgnd_1,35.88,163.2,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,48.76,163.2,N
VIA_via2_3_2000_480_1_6_320_320,60.14,163.2,N
VIA_via3_4_2000_480_1_5_400_400,60.14,163.2,N
VIA_via4_5_2000_480_1_5_400_400,60.14,163.2,N
sky130_fd_sc_hd__tapvpwrvgnd_1,61.64,163.2,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,74.52,163.2,N
sky130_fd_sc_hd__dfrtp_2,76.82,163.2,N
sky130_fd_sc_hd__mux2_1,79.12,163.2,FS
sky130_fd_sc_hd__mux2_1,79.12,163.2,S
sky130_fd_sc_hd__a22o_2,86.94,163.2,S
sky130_fd_sc_hd__tapvpwrvgnd_1,87.4,163.2,FS
VIA_via4_5_2000_480_1_5_400_400,90.14,163.2,N
VIA_via3_4_2000_480_1_5_400_400,90.14,163.2,N
VIA_via2_3_2000_480_1_6_320_320,90.14,163.2,N
sky130_fd_sc_hd__tapvpwrvgnd_1,100.28,163.2,N
sky130_fd_sc_hd__clkbuf_16,104.88,163.2,N
sky130_fd_sc_hd__tapvpwrvgnd_1,113.16,163.2,FS
VIA_via4_5_2000_480_1_5_400_400,120.14,163.2,N
VIA_via3_4_2000_480_1_5_400_400,120.14,163.2,N
VIA_via2_3_2000_480_1_6_320_320,120.14,163.2,N
sky130_fd_sc_hd__tapvpwrvgnd_1,126.04,163.2,N
sky130_fd_sc_hd__tapvpwrvgnd_1,138.92,163.2,FS
VIA_via4_5_2000_480_1_5_400_400,150.14,163.2,N
VIA_via2_3_2000_480_1_6_320_320,150.14,163.2,N
VIA_via3_4_2000_480_1_5_400_400,150.14,163.2,N
sky130_fd_sc_hd__tapvpwrvgnd_1,151.8,163.2,N
